[Evalation] Gamma->MalConv
879 9b81098781c8476206e910eab631ae12691c12d90f14398345b5d5ef7a331cc0 True
881 9e9173430625e25b69e640f76c151853ae2bf46da0f781e4c0a60e4fd360944a True
882 3058256b0475489a209b166024830911e79767935ba1777ddcb9b8050b19d994 True
883 dcd9e093a7796848e43f5065be43b0a91d042b3236200c48a005d4a1c1b1d8b2 True
884 4652664a4b960364ffc6a9109bba86f4b0b6f8c463e1ba0df0b4c738eb949a51 True
885 078f7bc8b2204bf2e603c9f1450a74f2623e8d6b100472046d3635c2957c8faa True
889 None False
891 09234cec8c3c8e27fbaca143ee6d808286624ee829af80df5755b8c98024192e True
892 300152b58c427815716ed08e388540583af85920f4c4483f22f140e313a9b020 True
893 478909c594641b4792290f07e83a4daad2260f4179ab969bda8fe87d898ec96f True
897 ce20300a22ff1f5c24c9ea5ac159b30d09370e1eebcc9686fe2149eb339d6899 True
898 b1ddf7179b9a45386ae304b880b020a2beca1756b44c7d0d364d4ab63531a63b True
899 b34ba0da4043c014432bde509406b47b2e7d907c57c8e4b6f7e050ab138bceeb True
901 38a8403502157f32566ca2212a1433001a3172783e1eb4b5b23257dc71b359c2 True
902 None False
903 None False
904 92e91924e1814374dc835494a40824f53f37d4836ca9afc7672ec912ab725cda True
905 10f261557467edfe6319f19893664a0466398e45bb8139ed6a1e89c291b21e18 True
906 2c5f929c10899bd5ec544aa8be6e6a5800394302db2bb52cdcbc9dc6305e3d6f True
907 717799f298d5dfee682e3e01cf5116ca1a9b7f6258b686f7c957accbd082684a True
908 ec9d49cd3a3c907db44c90a2e3461d1619d1734fd0cccac43d6f336ac1570bdf True
909 0531c5112123903b93da988cf3d44189cc7ba8c5bc7f217fe2fc19466c4c2039 True
912 1b883f7846dc7ef2fd0824f028d684b5372cd37bcd7b446221ce37f0a609677c True
915 f038847240589fd2830b4d3746899aed3ca76943e3f7d545cf51852e70f694eb True
916 b57d8a5c8c06c42cb0532bcc147dac901b2ef37a25eec4893b4ecccfab2ec150 True
918 0f9792e94648006ef7cfd63d41cc7d2535c005be023b7ffa9081a4e1ed37f798 True
920 0591f19d07fa23b1936ebe69492df82c0f586d38b1d0d738b57e1d8d90093dc0 True
921 9ae11b5370c5a17535ac069450ac9d83ac811470c67d1e40cdbd0b205db0a1ec True
923 92ee625af36febe177c6db55fd5f27883c6de855c12ccefdc5ebb0d7b3a22b0f True
924 11e80b3183c81824fff0642755758a2b3a765adfeeb93f140c23509247d3e055 True
925 aa025036a8b3b238a80e8f0a3be4245e7befd358ada65b7d8e7bbd6e45979cb6 True
927 306c211cbae871372a9af9f9a6c403def4e75de5099d962fd2b07f7a7f696185 True
928 43a35dde77a721e84781646f749feb2ccaacd5f5115c657dd9b577c3f1fadc6d True
929 1104c2ed1901b91ca1d4578200faef35a596756a94342b3cd176518dea800179 True
930 b2dbca5058287b21e011d6595b22a20c20f8b6a6289e82531705e8adbe4383cb True
931 97d2bfe603d996c5a8b973511553bd765f533428cffaf8e426eaa472c2d88fde True
933 abfe078fb69a89e71143ab826df280663dad661558490a6cee7a714024164e3d True
935 59af6e6c1f97f2bca72d4ada33bf845ded89f95e2cd66c6747f5f936f23bc221 True
936 51cf6aeceea1db661605acbd7595a11e09ff346c52aae64d149b53f25ecd8844 True
937 f256c974ca838f5d99b168a79182de691a19c1682896e015a070edfa5a4a0394 True
938 a62d46cc73ce7960cc103b55f4ecfa373d82accf6f7708f3251edb68eaed5cee True
939 fcbf0c6730979186dd9a2a058442a93e0cb2352db049e771f8fcc81db44842f8 True
940 f04d48474dd51f6b81c7d5c1293162835980cbd5adb2d89ef7ff9f58a83efc96 True
941 None False
943 049de658eea87a4dce27c05c0ed597f782018add4df4db07807ebfbbe49f3335 True
944 d74127a7007bd0a42398115d4c1ca5b64035c13788a3b8f93bafcd02a0278dba True
945 6248325dd809b37e441d4b45723c14b3427612b41e2f6864d34f6cee4e868551 True
947 dfa15d3e5e5420305598c7879f5c5ddcf74d4e6230b72a53d3cef5dc5cf2ea84 True
948 3b561a2558dd9fb97667aca5710c00588f9f00dd16d46ece7c1fff605b8dc3ea True
949 15886eb43599f5994f6de29a6359d1ee65c289b0756485c930c59bbfcbf12d91 True
950 None False
951 c92416e645faaab1b556c12f97029fe7c75a5d4eca1505b2066b3cee1b2f316c True
953 785de88d12783c31005dcc12c84a0e0dfd179e74fa16d236cff82ba8f1fff8d9 True
955 496d7e22c4a732d7e6569042f5bdc479b3f0a315987f9860bbaa591f95dcc416 True
956 186655e54b88a924ad0c07a86f6db137bd3da7181ddae105efe37c7261fda3e2 True
957 56216f847df8d45ad7a93d62e14db34168f2abc0d476381426911767086fca89 True
958 60865a72466765d7fb7856b58e892074cb4917d281908bfa24668eeeca5265bd True
960 f103026b255c1bd2172fc6771b427f9650f173e28cf467ca0749262a8b847ce5 True
961 1adde5aff6799cb842ca900c59e0780cdc5f047ee5951a055bf0fe182c716454 True
962 a2e17945c3101780c25012cd4effe7387dad1dbd176da9d0faf9ff6565d7bf03 True
966 514c8329b087dfb705470b9ae4e9296c0fcfcb6e1252b07a36adc6a10f7893d1 True
967 ef42dd4a1cf376384dcfa459898dbaddf6e406c09adf30a65b14873770649d00 True
968 a54ca64d134a7c625cd03d8c38d58a71aedba32923d8bc9c47cf6f4ed4a6381f True
969 3c006439a524656cc0fa0ef64d9a415a3b31837406bbd2f5c3d62818109184d7 True
970 None False
971 37339aeef7b21edc35ab2f9a68529b9689072c5deccdfb5a27f437bd7f86c5b5 True
973 4718235676ec00150fa3c1ffa543510be1d78eee831f6cae6ef2e5462a5a8391 True
975 a28735a506881fee1071b4b3303a3ea244d8cfc571a3dd47b7f35f3a62d28b71 True
978 c1ddd164d68e469202cd4d2752eda45dba2320ac93f496bfc3d3d1f62db5c5d1 True
979 435be62c1cb9f89081a547e66ba5ae4a476c39f59ccde160aba68cd840f6d3fc True
980 bac7487e1696262ab57c45a1a597fae326e35902b0f7f79b14647d17215b48ab True
981 236e46a5adb91fedce59cb7d3a29b719d19dbfb91d082434c831049b5ee02674 True
982 ffc29233590fa902cd92ecfce789407f9287dbd7c65bae1f08181bbdfeb68311 True
983 b64e8a9752bc2026f47128f0cb216d10755372a291336f68ea5fe6e1b8b6f070 True
984 55c7b979f948c178736fb34b3f8155f5e82700a1596c3ccc815300724e9ca677 True
985 8e2d0604ad348fed906db82b7abc88ee4a29f18316b9104aa8d7b6af2e7746dd True
986 None False
987 1e3a8505f7fbe44afecb792657f3dcd8f1bb264c06e33aee99e57720094d18dc True
988 68470abd9f107173399045c15804b30d28ff6035e0e4e775f474f0c063debb64 True
991 8968e5226622a6d17d3974ab3424c88dc27acfdd7bdc0e09b136f6b62508a023 True
992 4db901031d6e4e149462e40278420138f1b0ba1bf5c69b3ed6b46b8e5574ccc2 True
993 ab88de7df5a9b4d9f99b05994539cd0ee1b7054ef83a5dcaa2ba1f3af5d1dee6 True
994 None False
996 08307b6e61cea854d54d5ed1a3e4097b3de6e54d828f82d3ee07cd6e8b02c455 True
997 bef7ee415457754625d38c841f99e70497e3107cd651bd0bac2e35f856f0731e True
998 47072bf8cce07a3589dc571ad2152b3e571ea366733a4bb34de38790537a5ddf True
ASR: 0.9141689373297003
Time Consuming: 4.052951350523926
